年周,开始日期,项目/车型,产品编码,产品名称,单位,单车用量,星期日,星期一,星期二,星期三,星期四,星期五,星期六,计划量,完成量,完成率,属性
2026_02,2026-01-04,BP80,BP80-XC-01,BP80-前边框,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2026_02,2026-01-04,BP80,BP80-XC-04,BP80-右边框,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2026_02,2026-01-04,BP80,BP80-XC-07,BP80-中梁1,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2026_02,2026-01-04,BP80,BP80-XC-17,BP80-中梁2,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2026_02,2026-01-04,BP80,BP80-XC-03,BP80-左边框,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2026_02,2026-01-04,BP62,BP62-XC-06-A,BP62中梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,1385.0,23083.0,本厂
2026_02,2026-01-04,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,161.0,3220.0,本厂
2025_53,2025-12-28,小卡三代,500104-00518-01-05-B,小卡三代-后膨胀梁,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,410.0,53.0,本厂
2025_53,2025-12-28,小卡三代,500104-00518-01-03-C,小卡三代-前边框梁,个,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,700,164.0,23.0,本厂
2025_53,2025-12-28,小卡三代,500104-00518-01-010-02-C,小卡三代-右边框,个,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,630,294.0,47.0,本厂
2025_53,2025-12-28,小卡三代,500104-00518-01-010-01-C,小卡三代-左边框,个,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,630,313.0,50.0,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-02,F3-56-后梁01,个,1,,1.0,1.0,1.0,1.0,,,4,113.0,2825.0,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-10,F3-56-膨胀梁01,个,1,,1.0,1.0,1.0,1.0,,,4,44.0,1100.0,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-01,F3-56-前梁01,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-09,F3-56-中部横梁,个,1,,1.0,1.0,1.0,1.0,,,4,115.0,2875.0,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-03,F3-56-左右边梁01,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2025_53,2025-12-28,F3-56,500109-00677-01-04,F3-56-左右边梁02,个,1,,1.0,1.0,1.0,1.0,,,4,34.0,850.0,本厂
2025_53,2025-12-28,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,587.0,52.0,本厂
2025_53,2025-12-28,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,,,本厂
2025_53,2025-12-28,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,,,本厂
2025_53,2025-12-28,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,825.0,43.0,本厂
2025_53,2025-12-28,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,879.0,46.0,本厂
2025_53,2025-12-28,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1004.0,84.0,本厂
2025_53,2025-12-28,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,551.0,46.0,本厂
2025_53,2025-12-28,BP80,BP80-XC-02,BP80-后边框,个,1,1.0,1.0,1.0,1.0,,,,4,60.0,1500.0,本厂
2025_53,2025-12-28,BP80,BP80-XC-01,BP80-前边框,个,1,1.0,1.0,1.0,1.0,,,,4,41.0,1025.0,本厂
2025_53,2025-12-28,BP80,BP80-XC-04,BP80-右边框,个,1,1.0,1.0,1.0,1.0,,,,4,55.0,1375.0,本厂
2025_53,2025-12-28,BP80,BP80-XC-07,BP80-中梁1,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2025_53,2025-12-28,BP80,BP80-XC-17,BP80-中梁2,个,1,1.0,1.0,1.0,1.0,,,,4,,,本厂
2025_53,2025-12-28,BP80,BP80-XC-03,BP80-左边框,个,1,1.0,1.0,1.0,1.0,,,,4,69.0,1725.0,本厂
2025_53,2025-12-28,BP62,BP62-XC-05-A,BP62横梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_53,2025-12-28,BP62,BP62-XC-06-A,BP62中梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_53,2025-12-28,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,524.0,10480.0,本厂
2025_53,2025-12-28,025AC,10062035-0-11,025AC右边梁,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_53,2025-12-28,025AC,10062035-0-03,025AC左边梁,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_52,2025-12-21,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,1395.0,125.0,本厂
2025_52,2025-12-21,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,162.0,15.0,本厂
2025_52,2025-12-21,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,548.0,56.0,本厂
2025_52,2025-12-21,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,1958.0,103.0,本厂
2025_52,2025-12-21,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,1624.0,85.0,本厂
2025_52,2025-12-21,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1650.0,139.0,本厂
2025_52,2025-12-21,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1671.0,140.0,本厂
2025_52,2025-12-21,BP76,BP76A-XC-08,BP76A-纵梁,个,1,,,,,,,550.0,550,,,本厂
2025_52,2025-12-21,BP76,BP76B-XC-02,BP76B-后边梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,673.0,74.0,本厂
2025_52,2025-12-21,BP76,BP76B-XC-04,BP76B-右边梁,个,1,,,,,,,,0,,,本厂
2025_52,2025-12-21,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,,,,,,550.0,,550,,,本厂
2025_52,2025-12-21,BP62,BP62-XC-05-A,BP62横梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_52,2025-12-21,BP62,BP62-XC-06-A,BP62中梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,189.0,3150.0,本厂
2025_52,2025-12-21,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,,,,,,,,0,,,本厂
2025_52,2025-12-21,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,,,,,,,,0,,,本厂
2025_52,2025-12-21,BP45,BP45B-XC-02,BP45B后边梁,个,1,,,,,,,,0,,,本厂
2025_52,2025-12-21,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,310.0,310.0,310.0,310.0,310.0,310.0,310.0,2170,10.0,0.0,本厂
2025_52,2025-12-21,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,315.0,315.0,315.0,315.0,315.0,315.0,315.0,2205,16.0,1.0,本厂
2025_52,2025-12-21,025AC,10062035-0-04-A,025AC后边梁,个,1,,,,1.0,1.0,1.0,200.0,203,,,本厂
2025_52,2025-12-21,025AC,10062035-0-05,025AC前横梁,个,1,180.0,180.0,180.0,1.0,1.0,1.0,180.0,723,1046.0,145.0,本厂
2025_52,2025-12-21,025AC,10062035-0-11,025AC右边梁,个,1,,,,1.0,1.0,1.0,120.0,123,,,本厂
2025_52,2025-12-21,025AC,10062035-0-06,025AC中横梁,个,1,200.0,200.0,200.0,1.0,1.0,1.0,200.0,803,1206.0,150.0,本厂
2025_52,2025-12-21,025AC,10062035-0-07,025AC纵梁,个,1,,,,1.0,1.0,1.0,300.0,303,,,本厂
2025_52,2025-12-21,025AC,10062035-0-03,025AC左边梁,个,1,,,,1.0,1.0,1.0,120.0,123,,,本厂
2025_51,2025-12-14,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,,,,,,,160.0,160,77.0,48.0,本厂
2025_51,2025-12-14,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,1026.0,98.0,本厂
2025_51,2025-12-14,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,980.0,100.0,本厂
2025_51,2025-12-14,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,1736.0,91.0,本厂
2025_51,2025-12-14,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,200.0,200.0,300.0,300.0,300.0,300.0,300.0,1900,1394.0,73.0,本厂
2025_51,2025-12-14,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1617.0,136.0,本厂
2025_51,2025-12-14,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1780.0,150.0,本厂
2025_51,2025-12-14,BP76,BP76A-XC-08,BP76A-纵梁,个,1,,150.0,1.0,1.0,1.0,1.0,550.0,704,1787.0,254.0,本厂
2025_51,2025-12-14,BP76,BP76B-XC-02,BP76B-后边梁,个,1,,140.0,140.0,140.0,140.0,140.0,140.0,840,584.0,70.0,本厂
2025_51,2025-12-14,BP76,BP76B-XC-04,BP76B-右边梁,个,1,,,,1.0,1.0,1.0,1.0,4,,,本厂
2025_51,2025-12-14,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,,200.0,500.0,1.0,1.0,1.0,1.0,704,97.0,14.0,本厂
2025_51,2025-12-14,BP62,BP62-XC-05-A,BP62横梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,168.0,2800.0,本厂
2025_51,2025-12-14,BP62,BP62-XC-06-A,BP62中梁-A,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_51,2025-12-14,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,,,本厂
2025_51,2025-12-14,BP45,BP45B-XC-02,BP45B后边梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,431.0,31.0,本厂
2025_51,2025-12-14,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,310.0,310.0,310.0,310.0,310.0,310.0,310.0,2170,1880.0,87.0,本厂
2025_51,2025-12-14,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,315.0,315.0,315.0,315.0,315.0,315.0,315.0,2205,3580.0,162.0,本厂
2025_51,2025-12-14,025AC,10062035-0-05,025AC前横梁,个,1,180.0,180.0,180.0,1.0,1.0,1.0,1.0,544,598.0,110.0,本厂
2025_51,2025-12-14,025AC,10062035-0-11,025AC右边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,587.0,70.0,本厂
2025_51,2025-12-14,025AC,10062035-0-06,025AC中横梁,个,1,1.0,1.0,1.0,210.0,210.0,1.0,210.0,634,1007.0,159.0,本厂
2025_51,2025-12-14,025AC,10062035-0-07,025AC纵梁,个,1,1.0,1.0,1.0,1.0,1.0,280.0,280.0,565,764.0,135.0,本厂
2025_51,2025-12-14,025AC,10062035-0-03,025AC左边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,458.0,55.0,本厂
2025_50,2025-12-07,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,,,,,,,160.0,160,,,本厂
2025_50,2025-12-07,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,724.0,69.0,本厂
2025_50,2025-12-07,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,822.0,84.0,本厂
2025_50,2025-12-07,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,1435.0,102.0,本厂
2025_50,2025-12-07,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,1009.0,131.0,本厂
2025_50,2025-12-07,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,645.0,58.0,本厂
2025_50,2025-12-07,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,423.0,38.0,本厂
2025_50,2025-12-07,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,200.0,1.0,1.0,1.0,1.0,1.0,1.0,206,,,本厂
2025_50,2025-12-07,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,200.0,1.0,1.0,1.0,1.0,1.0,1.0,206,,,本厂
2025_50,2025-12-07,BP76,BP76A-XC-08,BP76A-纵梁,个,1,,,,500.0,500.0,500.0,1.0,1501,,,本厂
2025_50,2025-12-07,BP76,BP76B-XC-02,BP76B-后边梁,个,1,,,,,,,,0,18.0,,本厂
2025_50,2025-12-07,BP76,BP76B-XC-04,BP76B-右边梁,个,1,200.0,200.0,200.0,1.0,1.0,1.0,1.0,604,251.0,42.0,本厂
2025_50,2025-12-07,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,1.0,1504,1348.0,90.0,本厂
2025_50,2025-12-07,BP62,BP62-XC-05-A,BP62横梁-A,个,1,300.0,300.0,300.0,1.0,1.0,1.0,300.0,1203,901.0,75.0,本厂
2025_50,2025-12-07,BP62,BP62-XC-06-A,BP62中梁-A,个,1,,1.0,1.0,260.0,160.0,1.0,290.0,713,,,本厂
2025_50,2025-12-07,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,2396.0,114.0,本厂
2025_50,2025-12-07,BP45,BP45B-XC-02,BP45B后边梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,1345.0,96.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-02,AWT87.3-横梁01,个,1,,1.0,1.0,1.0,1.0,,,4,196.0,4900.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-03,AWT87.3-横梁02,个,1,,1.0,1.0,1.0,1.0,,,4,182.0,4550.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00788-01-06,AWT87.3-后梁01（两驱）,个,1,,1.0,1.0,1.0,1.0,,,4,37.0,925.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-06,AWT87.3-后梁01（四驱）,个,1,,1.0,1.0,1.0,1.0,,,4,53.0,1325.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00788-01-08,AWT87.3-后膨胀梁（两驱）,个,1,,1.0,1.0,1.0,1.0,,,4,21.0,525.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-08,AWT87.3-后膨胀梁（四驱）,个,1,,1.0,1.0,1.0,1.0,,,4,59.0,1475.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-05,AWT87.3-两侧梁01,个,1,,1.0,1.0,1.0,1.0,,,4,96.0,2400.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00788-01-07,AWT87.3-两侧梁02(两驱),个,1,,1.0,1.0,1.0,1.0,,,4,31.0,775.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-07,AWT87.3-两侧梁02(四驱),个,1,,1.0,1.0,1.0,1.0,,,4,55.0,1375.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-04,AWT87.3-前梁（四驱）,个,1,,1.0,1.0,1.0,1.0,,,4,52.0,1300.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00788-01-04,AWT87.3-前梁01(两驱),个,1,,1.0,1.0,1.0,1.0,,,4,38.0,950.0,本厂
2025_50,2025-12-07,AWT-87.3(E16),500110-00799-01-01,AWT87.3-前膨胀梁,个,1,,1.0,1.0,1.0,1.0,,,4,,,本厂
2025_50,2025-12-07,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,165.0,165.0,165.0,310.0,310.0,310.0,310.0,1735,2748.0,158.0,本厂
2025_50,2025-12-07,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,315.0,315.0,315.0,315.0,315.0,315.0,315.0,2205,3261.0,148.0,本厂
2025_50,2025-12-07,025AC,10062035-0-05,025AC前横梁,个,1,180.0,180.0,180.0,1.0,1.0,1.0,1.0,544,672.0,124.0,本厂
2025_50,2025-12-07,025AC,10062035-0-11,025AC右边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,819.0,98.0,本厂
2025_50,2025-12-07,025AC,10062035-0-06,025AC中横梁,个,1,1.0,1.0,1.0,210.0,210.0,1.0,210.0,634,1.0,0.0,本厂
2025_50,2025-12-07,025AC,10062035-0-07,025AC纵梁,个,1,1.0,1.0,1.0,1.0,1.0,280.0,280.0,565,,,本厂
2025_50,2025-12-07,025AC,10062035-0-03,025AC左边梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,735.0,88.0,本厂
2025_49,2025-11-30,面板,446,面板446,个,1,,40.0,40.0,30.0,,,,110,117.0,106.0,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-02,F3-56-后梁01,个,1,,,1.0,1.0,,,,2,,,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-10,F3-56-膨胀梁01,个,1,,,1.0,1.0,,,,2,6.0,300.0,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-01,F3-56-前梁01,个,1,,,1.0,1.0,,,,2,,,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-09,F3-56-中部横梁,个,1,,,1.0,1.0,,,,2,,,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-03,F3-56-左右边梁01,个,1,,,1.0,1.0,,,,2,,,本厂
2025_49,2025-11-30,F3-56,500109-00677-01-04,F3-56-左右边梁02,个,1,,,1.0,1.0,,,,2,,,本厂
2025_49,2025-11-30,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,690.0,62.0,本厂
2025_49,2025-11-30,C01,500109-00249-01-02,C01右边框,个,1,1.0,80.0,80.0,80.0,150.0,150.0,150.0,691,283.0,41.0,本厂
2025_49,2025-11-30,C01,500109-00249-01-01,C01左边框,个,1,1.0,60.0,60.0,60.0,120.0,120.0,120.0,541,323.0,60.0,本厂
2025_49,2025-11-30,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,1020.0,132.0,本厂
2025_49,2025-11-30,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,694.0,90.0,本厂
2025_49,2025-11-30,BX4,500109-00634-01-13-02,BX4四驱（F1L）纵梁右,个,1,1.0,180.0,180.0,180.0,180.0,180.0,180.0,1081,616.0,57.0,本厂
2025_49,2025-11-30,BX4,500109-00634-01-13-01,BX4四驱（F1L）纵梁左,个,1,1.0,180.0,180.0,180.0,180.0,180.0,180.0,1081,625.0,58.0,本厂
2025_49,2025-11-30,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,200.0,1.0,1.0,1.0,1.0,1.0,1.0,206,592.0,287.0,本厂
2025_49,2025-11-30,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,200.0,1.0,1.0,1.0,1.0,1.0,1.0,206,450.0,218.0,本厂
2025_49,2025-11-30,BP76,BP76A-XC-08,BP76A-纵梁,个,1,550.0,1.0,1.0,1.0,1.0,1.0,550.0,1105,,,本厂
2025_49,2025-11-30,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,985.0,67.0,本厂
2025_49,2025-11-30,BP76,BP76B-XC-04,BP76B-右边梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,1495.0,107.0,本厂
2025_49,2025-11-30,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,1.0,1.0,550.0,550.0,1.0,1.0,550.0,1654,512.0,31.0,本厂
2025_49,2025-11-30,BP62,BP62-XC-05-A,BP62横梁-A,个,1,350.0,350.0,350.0,350.0,350.0,350.0,350.0,2450,1086.0,44.0,本厂
2025_49,2025-11-30,BP62,BP62-XC-06-A,BP62中梁-A,个,1,290.0,290.0,290.0,290.0,290.0,290.0,290.0,2030,916.0,45.0,本厂
2025_49,2025-11-30,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,380.0,380.0,380.0,380.0,380.0,380.0,380.0,2660,560.0,21.0,本厂
2025_49,2025-11-30,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,380.0,380.0,380.0,380.0,380.0,380.0,380.0,2660,833.0,31.0,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-02,AWT87.3-横梁01,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-03,AWT87.3-横梁02,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00788-01-06,AWT87.3-后梁01（两驱）,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-06,AWT87.3-后梁01（四驱）,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00788-01-08,AWT87.3-后膨胀梁（两驱）,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-08,AWT87.3-后膨胀梁（四驱）,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-05,AWT87.3-两侧梁01,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00788-01-07,AWT87.3-两侧梁02(两驱),个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-07,AWT87.3-两侧梁02(四驱),个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-04,AWT87.3-前梁（四驱）,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00788-01-04,AWT87.3-前梁01(两驱),个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,AWT-87.3(E16),500110-00799-01-01,AWT87.3-前膨胀梁,个,1,,,,,,1.0,1.0,2,,,本厂
2025_49,2025-11-30,53KWH,500109-00515-01--07,53KWH膨胀梁,个,1,165.0,165.0,165.0,310.0,310.0,310.0,310.0,1735,1309.0,75.0,本厂
2025_49,2025-11-30,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,315.0,315.0,315.0,315.0,315.0,315.0,315.0,2205,3306.0,150.0,本厂
2025_49,2025-11-30,025AC,10062035-0-05,025AC前横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,240.0,17.0,本厂
2025_49,2025-11-30,025AC,10062035-0-11,025AC右边梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,823.0,90.0,本厂
2025_49,2025-11-30,025AC,10062035-0-06,025AC中横梁,个,1,1.0,1.0,1.0,280.0,280.0,1.0,280.0,844,1104.0,131.0,本厂
2025_49,2025-11-30,025AC,10062035-0-07,025AC纵梁,个,1,1.0,1.0,1.0,1.0,1.0,300.0,300.0,605,1064.0,176.0,本厂
2025_49,2025-11-30,025AC,10062035-0-03,025AC左边梁,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,753.0,83.0,本厂
2025_48,2025-11-23,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,1033.0,92.0,本厂
2025_48,2025-11-23,BX4,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,682.0,89.0,本厂
2025_48,2025-11-23,BX4,500109-00427-01-01-02-D,BX4四驱（F1L）右侧梁,个,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,770,706.0,92.0,本厂
2025_48,2025-11-23,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,1398.0,111.0,本厂
2025_48,2025-11-23,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,359.0,28.0,本厂
2025_48,2025-11-23,BP76,BP76A-XC-08,BP76A-纵梁,个,1,550.0,1.0,1.0,1.0,1.0,1.0,1.0,556,510.0,92.0,本厂
2025_48,2025-11-23,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,1203.0,82.0,本厂
